author,categoryId,content,date,description,id,image,title
,islamic,كان أيوب عليه السلام ينعم في رغد من العيش، مال وفير، وأبناء كثر، وصحة وعافية. فابتلاه الله ليكون نبراساً للصابرين. فقد ماله كله، ثم مات أبناؤه جميعاً، ثم أصابه مرض شديد في جسده حتى لم يبقَ فيه عضو سليم إلا قلبه ولسانه يذكر بهما الله. تركه الناس وبقي وحيداً في عشة خارج القرية، ولم يبقَ معه إلا زوجته الوفية التي كانت تخدمه وتعمل بالأجر لتطعمه. ثمانية عشر عاماً وهو في هذا البلاء، ولم يقل يوماً: 'لماذا يا رب؟'. حين اشتد عليه الكرب، لم يطلب الشفاء لنفسه تأدباً مع الله، بل قال بكلمات خلدها القرآن: 'أني مسني الضر وأنت أرحم الراحمين'. فجاء الأمر الإلهي فوراً: 'اركض برجلك، هذا مغتسل بارد وشراب'. نبع ماء تحت قدمه، فاغتسل وشرب، فخرج كأجمل ما يكون، ورد الله له أهله ومثلهم معهم، وصار ماله أضعافاً مضاعفة. قصة أيوب ليست مجرد شفاء، بل هي رسالة لكل مبتلى بأن الضيق مهما طال، فإن فرج الله يأتي بكلمة واحدة، وأن الصبر هو العبادة التي لا يوفي أجرها إلا الله بغير حساب.,,رواية عن الصبر الذي صار مضرباً للأمثال، كيف فقد النبي ماله وولده وجسده، ولم يزدد إلا حباً وتسليماً لله.,ISLAMIC_CORE_NOVELLA_017,https://images.unsplash.com/photo-1464822759023-fed622ff2c3b?auto=format&fit=crop&q=80&w=1000,صبر الأنبياء: أيوب عليه السلام ونبع الشفاء
,islamic,في مدينة يحكمها ملك جبار يعبد الأصنام، نبت الإيمان في قلوب فتية من أشراف القوم. لم يطيقوا العيش في الكفر، فقرروا الهجرة بدينهم. 'فأووا إلى الكهف ينشر لكم ربكم من رحمته'. دخلوا الكهف بصحبة كلبهم، وناموا في رعاية الله. ضرب الله على آذانهم فناموا ثلاثمائة سنين وازدادوا تسعاً. كان الله يقلبهم ذات اليمين وذات الشمال حتى لا تأكل الأرض أجسادهم، وكانت الشمس تميل عن كهفهم لئلا تؤذيهم بخرارتها. حين استيقظوا، ظنوا أنهم لبثوا يوماً أو بعض يوم. بعثوا أحدهم بورقهم الفضي ليشتري طعاماً، فصدم بتغير معالم المدينة والناس ولغتهم. لقد تغير الزمان، وأصبح الملك مؤمناً، وأراد الله أن يجعل من قصتهم آية على البعث بعد الموت. حين عرف الناس سرهم، ذهبوا للكهف فوجودا الفتية قد فارقوا الحياة بسلام. بنى الناس عليهم مسجداً ليبقى ذكراهم مخلداً. قصة أهل الكهف هي جوهر 'صلب الإسلام' في أن المؤمن لا يضيع عند ربه، وأن العزلة في سبيل الله هي أعظم من الاندماج في الباطل، وأن الله يسخر قوانين الكون كلها ليحمي فئة آمنت به بصدق.,,عن الشباب الذين اعتزلوا الباطل والقصور ليسكنوا كهفاً موحشاً، فحول الله الوحشة لنور والرقاد لمعجزة تحكيها الأجيال.,ISLAMIC_CORE_NOVELLA_018,https://images.unsplash.com/photo-1516062423079-7ca13cdc7f5a?auto=format&fit=crop&q=80&w=1000,يقين 'أهل الكهف': فتية آمنوا بربهم
,islamic,كانت مكة تغلي مرجلاً من الفتنة، وكان عمر بن الخطاب يمشي في شوارعها بقلب كأنه قطعة من صوان. خرج متوشحاً سيفه الصارم، وعيناه تشرر حنقاً، عازماً على قتل محمد ﷺ ليريح قريشاً من دعوته. في الطريق، لقيه نعيم بن عبد الله، فرأى في وجهه الموت، فقال له: 'إلى أين يا عمر؟'، فأجاب بصوت كالرعد: 'إلى محمد هذا الصابئ الذي فرق قريشاً'. سخر منه نعيم وقال: 'أفلا ترجع إلى أهل بيتك فتقيم أمرهم؟ فإن أختك فاطمة وزوجها قد صبوا وتركوا دينك'. انطلقت الدماء في عروق عمر كالنار، وتوجه لبيت أخته، واقتحم الباب ليسمع همهمة غريبة.. كانت آيات من القرآن يتلوها خباب بن الأرت. بطش عمر بزوج أخته، ولطم فاطمة لطمة سال منها الدم، لكنه صدم حين رأى الثبات في عينيها وهي تقول: 'يا عمر، افعل ما شئت، فقد أسلمنا'. سكنت فورة الغضب فجأة، وحل محلها فضول غريب، طلب الصحيفة، فرفضت أخته حتى يغتسل. توضأ عمر، وبدأ يقرأ: 'طه * مَا أَنْزَلْنَا عَلَيْكَ الْقُرْآنَ لِتَشْقَى..'. كلمات لم يسمع العرب مثلها قط، ليست شعراً وليست نثراً، إنها خفقات من نور الوجود. سقط السيف من يده، واهتز كيانه الجبار، وقال بصوت يرتجف: 'ما أحسن هذا الكلام!'. انطلق إلى دار الأرقم، ففزع الصحابة، لكن النبي ﷺ أذن له، فأخذ بمجامع ثوبه وهزه قائلاً: 'ما جاء بك يا بن الخطاب؟'، فصاح عمر بشهادة الحق التي هزت أركان الدار. كبّر المسلمون تكبيرة سمعتها جبال مكة، وخرجوا في صفين، أحدهما يقوده عمر والآخر حمزة، ليصلوا عند الكعبة جهاراً نهاراً. منذ تلك اللحظة، لم يعد الإسلام سراً، وأصبح عمر هو 'الفاروق' الذي فرق الله به بين الحق والباطل، لتبدأ أعظم دولة عدل عرفتها البشرية بفضل آيات مست قلب جبار فصيرته أرحم الناس بالرعية.,,رواية مفصلة عن اللحظة التي غيرت مجرى التاريخ؛ كيف تحول عمر من سيف مسلط على رقاب المؤمنين إلى درع حصين يحمي بيضة الإسلام.,ISLAMIC_ULTRA_019,https://images.unsplash.com/photo-1542623024-a79797ca12e9?auto=format&fit=crop&q=80&w=1000,زلزال القلوب: إسلام 'الفاروق' والتحول العظيم
,islamic,في عتمة الليل، خرج النبي ﷺ وصاحبه الصديق من مكة، يطارد السراب خلفهما حوافر خيول قريش. لم يتجها للمدينة مباشرة، بل صعدا جبل ثور الوعر، ليدخلا في غار ضيق لا يتسع إلا لجسدين متعبين وقلبين مؤمنين. كان الصديق يتحسس الغار بيده خوفاً من حية أو عقرب تؤذي حبيبه، وهو يقول: 'لا تدخل حتى أدخله قبلك'. مكثا في الغار ثلاث ليالٍ، وكانت أسماء بنت أبي بكر تشق نطاقها لتربط لهما الزاد، في بطولة صامتة سجلها التاريخ. وفي اليوم الثالث، وقف المشركون بأسلحتهم وغيظهم على فم الغار، حتى لو نظر أحدهم تحت قدميه لرآهما. ارتجف أبو بكر وقال هامساً: 'يا رسول الله، لو نظر أحدهم تحت قدميه لأبصرنا'، فنظر إليه النبي ﷺ بابتسامة اليقين التي لا تتزعزع وقال الكلمة التي صارت دستوراً للمؤمنين: 'يا أبا بكر، ما ظنك باثنين الله ثالثهما؟'. أمر الله العنكبوت فنسجت خيوطها، والحمامة فبنت عشها، فظن القوم أن الغار مهجور منذ أمد. انصرفت قريش تجر أذيال الخيبة، وانطلق الركب المبارك نحو المدينة. في الطريق، واجهوا سراقة بن مالك الذي طمع في الجائزة، فغاصت أقدام فرسه في الرمال الصلبة ثلاث مرات، فعلم أن محمداً في حماية ملك الملوك. ناداه النبي ﷺ وأعطاه وعداً عجيباً: 'كيف بك يا سراقة إذا لبست سواري كسرى؟'. رحلة الهجرة لم تكن هروباً، بل كانت انتقالاً من الضيق إلى السعة، ومن الاستضعاف إلى التمكين، لتأسيس وطن لا يظلم فيه أحد، بفضل ثبات رجلين في غار مظلم، كانا هما النور الذي أضاء ظلمات العالم.,,ملحمة الصمت والصبر في غار ثور، وكيف حمى الله نبيه بخيط العنكبوت وهيبة اليقين أمام سيوف الباطل.,ISLAMIC_ULTRA_020,https://images.unsplash.com/photo-1506466010722-395aa2bef877?auto=format&fit=crop&q=80&w=1000,أمانة الغار: رحلة الهجرة وصدق الميعاد
,islamic,دخلت الأمة الإسلامية في نفق مظلم حين فُتن بعض الخلفاء بمقولة 'خلق القرآن'، وأجبروا العلماء على قولها. وقف الجميع بين خائف ومتأول، إلا رجلاً واحداً، كان جسده نحيلاً وقلبه كالجبل.. إنه الإمام أحمد بن حنبل. سُجن الإمام في زنازين مظلمة لسنوات، وكان يُحمل مقيداً بالأغلال الثقيلة ليناظر القضاة والفقهاء أمام الخليفة المعتصم. كان الخليفة يقول له بحدة: 'يا أحمد، قل هي كلمة واحدة وأطلق سراحك'، فيرد الإمام بكل هدوء: 'يا أمير المؤمنين، أعطوني شيئاً من كتاب الله أو سنة رسوله أقول به'. بدأت حفلات التعذيب، وكان الجلادون يتناوبون على ضربه بالسياط حتى يغشى عليه، وهو لا يزداد إلا ثباتاً ويقول: 'القرآن كلام الله غير مخلوق'. قيل إن السياط لو ضُرب بها فيل لمات، لكن الله ربط على قلب عبده الصالح. وفي لحظة يأس الجلادين، أُطلق سراحه ليعود لبيته محمولاً على الأكتاف، وقد انتصرت كلمته على سيف السلطان. لم يدافع أحمد عن رأي فقهي فحسب، بل كان يدافع عن استقلال العقل المسلم وحرمة الوحي. مرت السنون، وذهب الخلفاء والجلادون لطي النسيان، وبقي اسم أحمد بن حنبل محفوراً كـ 'إمام أهل السنة'، وصارت قصته ملهمة لكل صاحب حق يواجه الطغيان بصدره العاري، ليثبت أن 'الكلمة' الصادقة أقوى من كل جيوش الأرض.,,قصة الثبات الأسطوري في فتنة 'خلق القرآن'، كيف واجه الإمام أحمد سياط الخلفاء بالكلمة الواحدة: 'أعطوني شيئاً من كتاب الله'.,ISLAMIC_ULTRA_021,https://images.unsplash.com/photo-1591604021695-0c69b9c5779d?auto=format&fit=crop&q=80&w=1000,صبر الروح: محنة 'الإمام أحمد بن حنبل'
,islamic,بعد سقوط الدولة الأموية، طارد العباسيون كل من يحمل اسم أمية. فر الشاب 'عبد الرحمن بن معاوية' مع خادمه بدر، يقطعان الفيافي والقفار والسيوف تلاحقهما. وصل إلى ضفاف نهر الفرات، فألقى بنفسه في الماء والجنود ينادونه بالأمان، فعبر ولم يلتفت، بينما قتلوا أخاه الصغير أمام عينيه. ظل عبد الرحمن هائماً في بلاد المغرب لخمس سنوات، يخطط لشيء يراه الجميع مستحيلاً: 'استعادة الملك'. بذكاء فذ وشخصية ساحرة، استمال القبائل العربية في الأندلس، وعبر البحر في ليلة شديدة الزحام. دخل الأندلس وهي تموج بالفتن، فخاض المعارك الواحدة تلو الأخرى حتى استقرت له الأمور في قرطبة. لقبّه عدوه اللدود الخليفة المنصور بـ 'صقر قريش' تعجباً من شجاعته، وقال: 'لله دره! عبر القفر، وقطع البحر، ودخل بلداً أعجمياً وحيداً فمصر الأمصار وجند الأجناد وأقام ملكاً بعد انقطاعه'. لم يكتفِ عبد الرحمن بالملك، بل بنى 'جامع قرطبة' العظيم، وغرس أول نخلة في الأندلس لتذكره بوطنه الشام، وأسس نهضة علمية وطبية جعلت ملوك أوروبا يرسلون أبناءهم للتعلم في عاصمته. قصة الداخل هي ملحمة الإرادة التي لا تنكسر، وقصة الرجل الذي صنع من الرماد إمبراطورية من النور، ليثبت أن المؤمن لا يعرف اليأس، وأن العزيمة الصادقة قادرة على تطويع المستحيل.,,حكاية 'صقر قريش' الذي فر وحيداً من سيوف العباسيين، ليعبر البحر ويؤسس في الأندلس حضارة أنارت أوروبا لقرون.,ISLAMIC_ULTRA_022,https://images.unsplash.com/photo-1590076214041-e97029580b08?auto=format&fit=crop&q=80&w=1000,نور الأندلس: 'عبد الرحمن الداخل' وصناعة المجد
,islamic,كان 'العز بن عبد السلام' يلقب بـ 'سلطان العلماء'، لم يهب ملكاً قط ولم يداهن حاكماً. في عهد المماليك بمصر، اكتشف أن القادة المماليك يتصرفون كأحرار وهم في الأصل 'عبيد' لم يُعتقوا بشكل شرعي، وبالتالي لا يجوز لهم التصرف في أموال الدولة. أصدر العز فتواه الشهيرة: 'لا بد من بيع هؤلاء الأمراء في المزاد العلني، ووضع أثمانهم في بيت مال المسلمين'. استشاط الأمراء غضباً، وهدده نائب السلطنة بالقتل، فلم يهتز وقال: 'أنا لا أبالي، فموعدنا غداً أمام الله'. خرج العز من القاهرة محتجاً، فخرج خلفه الشعب كله، حتى خاف السلطان على ملكه وذهب إليه يرضيه. نزل الأمراء صاغرين للمزاد، وباعهم الشيخ واحداً تلو الآخر، وقبض أثمانهم ووزعها على الفقراء. وفي موقعة 'عين جالوت'، كان هو المحرك الروحي للجيش، وأفتى بأنه لا يجوز فرض ضرائب على الشعب إلا بعد أن يخرج الأمراء كل ما يملكون من ذهب وخيول وجواهر. كان العز يرى أن العالم الحقيقي هو حارس للعدالة وليس خادماً للسلطة. رحل العز وترك للأمة درساً في 'عزة العلم'، وأن الحق إذا وجد من ينطق به بصدق، خضعت له الرقاب والسيوف، ليظل اسمه رمزاً للفقيه الذي لم يبع دينه بدنيا غيره.,,قصة 'بائع الملوك' الذي وقف في وجه السلاطين، ومنعهم من التصرف في أموال الشعب حتى يُباعوا في المزاد العلني لصالح بيت المال.,ISLAMIC_ULTRA_023,https://images.unsplash.com/photo-1506466010722-395aa2bef877?auto=format&fit=crop&q=80&w=1000,صوت الحق: محنة 'العز بن عبد السلام'
,islamic,في العام الخامس عشر للهجرة، كانت شمس القادسية تلفح الوجوه، وكان 'سعد بن أبي وقاص' يجلس في صومعة قصر 'العذيب' يصارع آلام المرض الذي أقعده عن صهوة جواده، لكن قلبه كان يركض بين الصفوف. أمام المسلمين، وقف 'رستم' على عرش من الذهب، تحيط به مئة وعشرون ألف مقافتل من الفرس، تتقدمهم الفيلة العظيمة التي دُفنت في جلودها المسامير لتفتك بالخيول. بدأ 'يوم أرماث'، وهو اليوم الأول الذي شهد هجوماً كاسحاً للفيلة، فذعرت خيل العرب وتراجعت، فصاح سعد بصوت هز أركان القصر: 'يا بني أسد.. يا بني تميم.. الله الله في دينكم!'. انبرى عمالقة تميم، وعلى رأسهم القعقاع بن عمرو، فقاموا بخطة انتحارية؛ تسللوا تحت بطون الفيلة وقطعوا أحزمة الهوادج وطعنوا عيونها، فهاجت الفيلة وارتدت على جيش الفرس تدوسهم تحت أقدامها. استمر القتال أربعة أيام بلياليها، وفي ليلة 'الهرير'، اختلط الحابل بالنابل، ولم يعد يُسمع إلا صليل السيوف الذي يشبه طرق الحدادين على الحديد. كان المسلمون يقاتلون وهم صيام، يقتسمون التمرات القليلة، وعيونهم ترقب الفجر. ومع بزوغ أول خيط للضياء في اليوم الرابع، هبت ريح عاصفة من جهة المسلمين، فاقتلعت خيمة رستم وسرادقه، فاندفع القعقاع كالسهم المشحوذ، واخترق صفوف الحرس الملكي حتى وصل إلى رستم وضربه ضربة طار بها رأسه، وصرخ: 'قُتل رستم ورب الكعبة!'. انهار الجيش الفارسي تماماً، وهربت الفيلة، ودخل المسلمون 'المدائن' ليجدوا إيوان كسرى خاوياً على عروشه، وسواريه الذهبية ملقاة في التراب. لقد كانت القادسية هي الزلزال الذي مهد الطريق لدخول الإسلام قلب آسيا، ولم تكن نصراً عسكرياً فحسب، بل كانت انتصاراً لروح جاعت وصبرت حتى أطعمها الله من كنوز الأرض وفتح لها أبواب السماء.,,رواية تفصيلية عن اليوم الذي انكسر فيه إيوان كسرى، حيث واجه ثلاثون ألف مؤمن فيالق الجن والإنس تحت راية الحق.,ISLAMIC_EPIC_50_001,https://images.unsplash.com/photo-1591604021695-0c69b9c5779d?auto=format&fit=crop&q=80&w=1000,زلزال القادسية: ملحمة 'سعد' ودموع الخيول
,islamic,كان حمزة بن عبد المطلب يسير في مكة بهيبة الأسود قبل إسلامه، فلما أسلم، أعز الله به الدين وجعل له هيبة الملوك. في يوم 'أُحد'، كان حمزة يرتدي ريشة نعامة على صدره، علامة للموت، يصول ويجول في الميدان كأنه إعصار لا يبقي ولا يذر. كان يقاتل بسيفين، يقطع الرؤوس ويفتح الثغرات في جيش المشركين، حتى قيل إن الملائكة كانت تعجب من بأسه. في تلك اللحظة، كان 'وحشي' العبد الحبشي يتربص به خلف صخرة، بتوجيه من هند بنت عتبة التي وعدته بالعتق والذهب إن قتل حمزة. لم يكن وحشي يجرؤ على مواجهة حمزة وجهاً لوجه، فانتظر حتى انزلقت قدم حمزة في حفرة وهو يطارد أحد المشركين، فرماه بحربته التي لا تخطئ. أصابت الحربة خاصرة حمزة وخرجت من بين رجليه، فوقع الجبل الأشم على الأرض. لم يمت حمزة فوراً، بل حاول النهوض واللحاق بوحشي، لكن الموت كان أسرع. بعد انتهاء المعركة، مثّل المشركون بجثته، فبقروا بطنه واستخرجوا كبده. وقف النبي ﷺ على جثمان عمه، فبكى بكاءً مراً لم يره الصحابة يبكي مثله قط، وقال والدموع تسيل على لحيته الشريفة: 'رحمك الله يا عم، فلقد كنت وصولاً للرحم فعولاً للخيرات.. أما والله لولا حزن صفية لتركتك حتى تحشر من بطون السباع'. نزل الوحي بسكينة الله، وسُمي حمزة 'سيد الشهداء'، وبقي موته جرحاً في قلب الأمة، لكنه جرح ينزف عزة وفخراً، فقد علمنا حمزة أن الشجاعة ليست في تجنب الموت، بل في استقباله بصدر عارٍ دفاعاً عن كلمة 'لا إله إلا الله'، ليرحل تاركاً خلفه سيرة عطرة تفوح بريح الجنة كلما ذُكر الصمود في وجه الظلم.,,رواية تراجيدية إيمانية تصف اللحظات الأخيرة لأسد الله، وكيف اهتز عرش الرحمن حزناً على فراق أعز الناس لقلب النبي.,ISLAMIC_EPIC_50_002,https://images.unsplash.com/photo-1464822759023-fed622ff2c3b?auto=format&fit=crop&q=80&w=1000,صبر 'سيد الشهداء': ملحمة حمزة في أحد
,islamic,بدأت الحكاية في قرية 'جي' بأصفهان، حيث كان سلمان (روزبه) ابن الدّهقان الثري، وكان مسؤولاً عن إيقاد نار المجوس التي لا تنطفئ. لكن قلبه كان مظلماً يبحث عن نور حقيقي. خرج يوماً فرأى النصارى يصلون، فبهره صلاتهم وقال: 'هذا خير من ديننا'. هرب من أبيه الذي سجنه، ورحل مع القوافل إلى الشام، ومنها إلى الموصل، ثم نصيبين، ثم عمورية. في كل محطة، كان يخدم راهباً صالحاً حتى يموت، ويطلب منه أن يدله على من بعده. أخبره آخرهم وهو في سكرات الموت: 'يا بني، لم يبقَ أحد على الحق، ولكن قد أظل زمان نبي يخرج بأرض العرب، يهاجر إلى أرض بين حرتين فيها نخل، وله علامات لا تخفى'. باع سلمان نفسه لقافلة ليوصلوه لتلك الأرض، فغدروا به وباعوه كعبد ليهودي في وادي القرى، ثم اشتراه يهودي آخر وأخذه إلى 'يثرب'. رأى سلمان النخل فخفق قلبه بشدة: 'هذه هي الأرض!'. ظل يعمل في النخيل كعبد محطم الجسد لكنه يقظ الروح، حتى سمع بقدوم رجل من مكة يدعي النبوة. أسرع إليه واختبره بالعلامات: الهدية، والصدقة، وخاتم النبوة بين كتفيه. حين تأكد، ارتمى على قدمي النبي ﷺ يقبلهما ويبكي بنشيج هز كيان الحاضرين. أعانه النبي والصحابة حتى تحرر من العبودية، وفي غزوة الخندق، كان هو صاحب الفكرة العبقرية التي أنقذت المدينة. قال المهاجرون: 'سلمان منا'، وقال الأنصار: 'سلمان منا'، فرفع النبي ﷺ قدره إلى أعنان السماء قائلاً: 'سلمان منا آل البيت'. رحل سلمان من ظلمات المجوسية إلى أنوار النبوة، ليكون مثالاً لكل باحث عن الحقيقة، وليثبت أن النسب الحقيقي هو نسب الإيمان، وأن من طلب الله بصدق، سخر الله له القوافل والقدر ليصل إلى مراده ولو كان في أقصى الأرض.,,رواية ملحمية عن 'سلمان الفارسي'، الشاب الذي ترك قصور فارس ونيرانها ليجد الحقيقة في قلب الصحراء العربية.,ISLAMIC_EPIC_50_003,https://images.unsplash.com/photo-1591604021695-0c69b9c5779d?auto=format&fit=crop&q=80&w=1000,رحلة 'سلمان': الباحث عن الله في دروب العالم
,islamic,كانت شمس مكة في الهاجرة لا ترحم، والرمال تتحول إلى قطع من الجمر، وفي قلب هذا الجحيم، كان 'بلال بن رباح' يُسحب من رقبته بحبل يمسكه صبية مكة بتوجيه من أمية بن خلف. لم يكن بلال مجرد عبد حبشي، بل كان روحاً اكتشفت سر الوجود في كلمة التوحيد. ألقوه على ظهره في البطحاء، ووضعوا على صدره صخرة عظيمة يكاد ثقلها يفتت أضلاعه، وكان أمية يصرخ في وجهه: 'اكفر بمحمد ورب محمد!'. غاب بلال عن الوعي من شدة الألم، والذباب يجتمع على جروحه، لكنه كلما أفاق، لم يزدد إلا إصراراً، وكان يهمس بصوت مبحوح كأنه قادم من عالم آخر: 'أحدٌ.. أحد'. تعجب المشركون، فالسياط تمزق جلده والصخرة تحطم صدره وهو يبتسم للموت. مر به الصديق أبو بكر، فرأى هذا المشهد الذي أبكى السماء، فاشتراه بمال جزيل وأعتقه لوجه الله. بكى بلال فرحاً، لا لنجاته من الموت، بل لأن ربه أعزه بالإيمان. مرت السنون، ودار الزمان دورته، ودخل النبي ﷺ مكة فاتحاً، فأمر بلالاً أن يصعد فوق ظهر الكعبة المشرفة. صعد بلال، ووقف في علياء السماء، وأطلق أذانه الخالد الذي شق سكون الوديان: 'الله أكبر.. الله أكبر'. بكت مكة كلها، وخر المشركون سجداً لهيبة الصوت الذي كان بالأمس يهمس تحت الصخرة. لقد علمنا بلال أن العبودية الحقيقية هي لغير الله، وأن الحرية تبدأ من الداخل، وأن صرخة الحق إذا خرجت من قلب صادق، فلا الجبال ولا الصخور تقدر على إسكاتها.,,رواية تجسد ولادة الحرية في قلب العبودية، كيف انتصرت كلمة 'أحد' على سياط الظلم في بطحاء مكة الملتهبة.,ISLAMIC_EPIC_50_004,https://images.unsplash.com/photo-1509021436665-8f07dbf5bf1d?auto=format&fit=crop&q=80&w=1000,صوت الحق: محنة 'بلال' وصخرة الرمضاء
,islamic,اجتمع عتاة قريش في دار الندوة، وكان الشيطان معهم، فاتفقوا على قتل النبي ﷺ بضربة رجل واحد من كل قبيلة ليضيع دمه بين القبائل. نزل الوحي بالهجرة، فاستدعى النبي ﷺ ابن عمه 'علي بن أبي طالب'، وكان شاباً في مقتبل العمر، وقال له: 'نَم في فراشي، وتغطّ ببردي هذا الأخضر الحضرمي، فإنه لن يخلص إليك شيء تكرهه'. لم يسأل علي عن حياته، ولم يفكر في السيوف التي كانت تلمع في ضوء القمر خلف ثقوب الباب، بل نام في الفراش ببرد السكينة الإلهية. كان المشركون ينظرون من شقوق الباب فيرون نائماً، فيقولون: 'هذا محمد نائم في برده'، ويظلون مرابطين بانتظار لحظة الهجوم. في تلك الليلة، كان علي يسمع حفيف ثيابهم ووقع أقدامهم ووشوشاتهم بالقتل، لكن قلبه كان معلقاً بسلامة رسول الله الذي خرج من بينهم وهم لا يبصرون. مع بزوغ الفجر، اقتحم القتلة البيت بسيوفهم المسلولة، فنهض علي من الفراش بكل هدوء وثبات، فسقطت سيوفهم من الصدمة: 'أين صاحبك؟'. أجابهم علي ببرود الواثق: 'لا علم لي به'. لم تكن مهمة علي الفداء فحسب، بل أمره النبي ﷺ برد الأمانات لأهل مكة، فبقي أياماً يمشي وسط أعدائه يرد الودائع لمن كان يسعى لقتله. رحل علي لاحقاً إلى المدينة ماشياً على قدميه حتى تورمتا، ليكون أول فدائي في الإسلام، والرجل الذي اشترى مرضاة الله بنفسه، ليضرب لنا أروع مثل في أن الحب الحقيقي هو تضحية بالروح في سبيل من تحب وفي سبيل ما تؤمن به.,,رواية تصف ليلة الرعب واليقين، كيف نام الشاب علي بن أبي طالب في فراش النبي ﷺ والسيوف تحيط بالدار من كل جانب.,ISLAMIC_EPIC_50_005,https://images.unsplash.com/photo-1581092160562-40aa08e78837?auto=format&fit=crop&q=80&w=1000,فداء الفراش: ليلة هجرة 'علي' والموت المتربص
,islamic,في أرض مؤتة ببلاد الشام، وقف ثلاثة آلاف مقاتل مسلم في مواجهة إعصار بشري من مائتي ألف مقاتل رومي مدججين بالدروع والحديد. استشهد القادة الثلاثة الذين عينهم النبي ﷺ: زيد، وجعفر، وابن رواحة، وسقطت الراية، فاهتز الجيش واقتربت الكارثة. في تلك اللحظة الحرجة، تقدم 'خالد بن الوليد' وأخذ الراية بيمينه، وكان قد أسلم حديثاً. نظر خالد للميدان بعين الصقر، وعلم أن المواجهة المباشرة انتحار، فوضع خطة 'الخداع الإستراتيجي' التي تدرس حتى اليوم. في الليل، أمر خالد بتغيير مراكز الجيش؛ فجعل الميمنة ميسرة، والميسرة ميمنة، والمؤخرة مقدمة، وأمر مجموعة من الخيل أن تثير الغبار الكثيف خلف الجيش وتحدث ضجيجاً. مع شروق الشمس، نظر الروم ففوجئوا بوجوه جديدة وأعلام مختلفة وضجيج هائل، فظنوا أن مدداً عظيماً قد جاء من المدينة، فدب الرعب في قلوبهم. بدأ خالد في التراجع التكتيكي ببطء، فظن الروم أنه يستدرجهم لكمين في الصحراء، فتوقفوا عن المطاردة. استغل خالد هذه الفرصة وسحب جيشه بسلام وعاد بهم للمدينة. تكسرت في يد خالد يومها تسعة أسياف من شدة القتال، وسماه النبي ﷺ 'سيف الله المسلول'. لم ينهزم خالد في حياته قط، لا في الجاهلية ولا في الإسلام، وكان يقول وهو على فراش الموت والدموع في عينيه: 'لقد شهدت مائة زحف، وما في جسدي موضع شبر إلا وفيه ضربة سيف أو طعنة برمح، وها أنا ذا أموت على فراشي كما يموت البعير!'. رحل خالد تاركاً لنا درساً في أن النصر ليس بالعدد، بل بالإيمان والتخطيط والشجاعة التي لا تلين.,,رواية ملحمية تصف العبقرية العسكرية لخالد بن الوليد، وكيف أنقذ جيش المسلمين من إبادة محققة أمام مائتي ألف من الروم.,ISLAMIC_EPIC_50_006,https://images.unsplash.com/photo-1464822759023-fed622ff2c3b?auto=format&fit=crop&q=80&w=1000,سيف الله: معجزة 'خالد' في غزوة مؤتة
,islamic,كانت قريش قد أعلنت جائزة تذهل العقول: مائة ناقة حمراء لمن يأتي بمحمد ﷺ حياً أو ميتاً. انطلق 'سراقة بن مالك'، وهو فارس مغوار وخبير باقتفاء الأثر، يدفعه الطمع وجنون الثراء. ركب فرسه السريعة، وجهز رمحه، وطار خلف الغبار في حر الهجيرة. وبينما كان النبي ﷺ وأبو بكر يمشيان في سكون الصحراء، لمح سراقة ظلهما من بعيد، فاستبشر وقال: 'اليوم أملك النوق!'. اقترب سراقة، ولم يتبقَ بينه وبينهما إلا رمية حجر، وفجأة، حدث ما لم تره عينه قط؛ غاصت قوائم فرسه في الأرض الصلبة كأنها رمال متحركة، وسقط سراقة بعنف. نهض وخرجت الفرس، فحاول الكرة ثانية، فغاصت القوائم أعمق، وخرج منها دخان كأنه غبار عظيم. أدرك سراقة في تلك اللحظة أن الرجل الذي يطارده ليس بشراً عادياً، بل هو في حماية ملك الملوك. نادى سراقة بالأمان: 'أنا سراقة! استغفروا لي!'. وقف النبي ﷺ، ونظر إلى الفارس المذعور بابتسامة هادئة، وقال له كلمة زلزلت كيانه: 'كيف بك يا سراقة إذا لبست سواري كسرى؟'. ذهب سراقة وهو لا يصدق؛ كسرى ملك الفرس الذي تهابه الملوك، يلبس أعرابي مطارد في الصحراء سواره؟ عاد سراقة يضلل المشركين عن طريق النبي، وكتم السر في قلبه سنوات. ودارت الأيام، وفتحت جيوش المسلمين المدائن في عهد عمر، وجيء بكنوز كسرى تلمع في المسجد، فنادى عمر: 'أين سراقة؟'. ألبسه عمر السوارين والتاج، فوقف سراقة والدموع تخنق صوته وهو يتذكر ذلك الوعد في قلب الرمال الملتهبة، ليثبت للعالم أن وعد الله حق، وأن من منع نبياً من الهجرة، صار هو الشاهد الأول على عظمة رسالته.,,رواية تصف المطاردة الرهيبة في قلب الصحراء، وكيف تحول الطمع في مائة ناقة إلى إيمان بوعد نبوي تحقق بعد سنوات خلف البحار.,ISLAMIC_EPIC_50_007,https://images.unsplash.com/photo-1506466010722-395aa2bef877?auto=format&fit=crop&q=80&w=1000,أمانة الغار: سراقة بن مالك وسوارا كسرى
